question,stu_answer,grade
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,٣ سنوات و كانت سرية,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت ٣سنوات ،تميزت بنشر الدعوة بين أهل الرسول ومن توسم فيهم خيراً.,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,12سنة ,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,تلاتةعشر سنة وتميزة بالصبر,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,13 سنة، بثلاث سنوات سرية و 10 سنوات جهرية.,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت  الدعوة السرية  في مكة 13 سنة،وقد  تميزت  بكون الرسول صلى الله عليه وسلم دعا  فيها فقط  أهله  و  من  توسم  فيهم  الخير,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت الدعوة السرية ثلاث سنين دعا اهله و من توسم فيهم الخير فكانوا من السابقين الى الاسلام ,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,ثلاث سنين دعا فيها اهله ومن توسم فيهم الخير فكانوا من السابقين الى الاسلام,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,3سنين,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,"دامت الدعوة السرية في مكة 3 سنوات
تميزت بالسر",0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,3سنين الصبر,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت 3سنين دعا فيها أهله ومن تتسم فيهم الخير فكانوا من السابقين إلى الاسلام,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,12 سنة,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,3سنوات ومتازت ب,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,"ثلاثة عشرة سنة وتتميز ب
ان الرسول (ص) كان يصلي بعيدا عن مكة
انه قام بدعوة المقربين  فدخلو للاسلام",0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت ,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,13 سنة,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت 13 سنة,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,ثلاث سنين,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,3 سنوات ,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت الدعوة 3سنوات وتميزت أن الرسول دعى فيها أهله ومن توسم فيهم خيرا,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟, 3 سنوات.,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت 13 سنه,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,13سنة,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,13سنة تميزت بانه كان يدخل لمقر تجمعهم مثل دار الندوة١و في الأسواق و بجوار مكة,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت 13 سنه,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت 13 سنة. ,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,13 سنة ,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت ١٣سنة، تميزت بارسال الدعوة الى التوحيدالله.,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت 3 سنوات و تميزت بدعوت رسول الله لمن توسم فيهم خيرا,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,٣ سنوات ، تميزت بان الرسول (ص) دعا فيها اهله و من توسم فيهم الخير.,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,3 سنوات,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,3 سنوات ,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,تلاثة سنوات,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,3 سنين ،تميزت بان القليل من الناس الذين امنوا بالرسول. ,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت الدعوة السرية في مكة ثلاث سنين دعى فيها أهله وأقاربه و من توسم فيهم الخير. ,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,ثلات سنوات,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,١٣ سنة تميزت من السرية إلى الجهرية.,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,13سنة و تميزت بانها كانت تقتصر فقط على العاءلة,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت 3 سنوات وتميزت بالتركيز على القرآن,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت الدعوة السرية في مكة ثلاثة سنوات  .,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,3سنوات,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,3 سنوات وامتازت أنها كانت سرية ,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت الدعوة السرية في مكة 3سنوات ,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,3سنوات,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت الدعوة السرية في مكة 3 سنوات.,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت 3سنين,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,10 سنوات ,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت 13 سنة تميزت بإدخال الناس إلى الدين,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,3سنين,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت الدعوة السرية بمكة ثلاثة سنين دعا فيها قومه و من توسم فيهم الخير,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت الدعوة السرية بمكة ثلاث سنوات ,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت ثلاث سنين وتميزة بأنها كانت تدعوا الناس سرا,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت 3 سنين وتميزت بالصبر على الأذى,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت الدعوة السرية بمكة المكرمة ثلاث سنوات حيث كان عدد المسلمين قليلا و لم يكن جميع الناس يعلمون بوجود دين اسمه الإسلام. ,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,ثلاث سنوات و تميزت بالسرية ,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,13 سنه,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,دامت3سنوات في مكة وتميزت هاده الدعوة بدعوةاهله ومن توسم فيهم بالخير والسابقين الاسلام,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟, ‏دامت الدعوة السرية في مكة ثلاث سنوات وتميزت بتبليغ الدعوة للمقربين .,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,13سنة بالنصر,0
كم دامت الدعوة السرية في مكة ؟ وبما تميزت؟,13سنة تميزت بالنصر,0
اذكر بعض أسماء السابقين إلى الإسلام؟,علي,0
اذكر بعض أسماء السابقين إلى الإسلام؟,أبو بكر الصديق زيد ابن حارثة,0
اذكر بعض أسماء السابقين إلى الإسلام؟,زوجة النبي خديجة رضي الله عنها أبو بكر الصديق و زيد بن حارثة و علي بن أبي طالب ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة رضي الله عنها علي بن أبي طالب أبوبكر الصديق زيد بن حارثة و بلال بن رباح,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة بنت خويلد  - أبوبكر الصديق - علي بن أبي طالب رضي الله عنهم- زيد بن حارثة - بلال بن رباح رضي الله عنهم  ا,0
اذكر بعض أسماء السابقين إلى الإسلام؟,"من الرجال: زيد بن حارثة.أبو بكر الصديق رضي الله عنهما
من النساء: امرأة الرسول صلى الله عليه وسلم خديجة بنت خويلد رضي الله عنها
",0
اذكر بعض أسماء السابقين إلى الإسلام؟,عاءشة أم المؤمنين،  أبوبكر الصديق ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة رضي الله عنهل علي ابن أبي طالب....,0
اذكر بعض أسماء السابقين إلى الإسلام؟,"بكر بن الصديق 
أبي هريرة
عمر بن الخطاب ",0
اذكر بعض أسماء السابقين إلى الإسلام؟,أبو بكر الصديق  زيد ابن حارثة ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,أبو بكر الصديق,0
اذكر بعض أسماء السابقين إلى الإسلام؟,,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة بنت خويلد رضي الله عنها و علي بن ابي طالب و أبو بكر صديق ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,ابو بكر,0
اذكر بعض أسماء السابقين إلى الإسلام؟,"من النساء زوجة الرسول خديجةرضي الله عنها 
من الاطفال علي بن ابي طالب رضي الله 
من الرجال ابوبكر الصديق زيد بن حارثة بلال بن رباح رضي الله عنهم",0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة أم المؤمنين، أبو بكر ،زيد بن حارثة، بلال بن رباح، علي بن أبي طالب,0
اذكر بعض أسماء السابقين إلى الإسلام؟,ابو بكر الصديق_زيد بن حارثة_علي بن ابي طالب_بلال بن رباح_خديجة بنت خويلد,0
اذكر بعض أسماء السابقين إلى الإسلام؟,زوجة الرسول صلى الله عليه وسلم خديجة رضي الله عنها و ابو الصديق و علي ابن ابي طالب ...,0
اذكر بعض أسماء السابقين إلى الإسلام؟,ابو بكر الصديق- ام مؤمنين خديجة- علي بن ابي طالب,0
اذكر بعض أسماء السابقين إلى الإسلام؟,"من النساء زوجة الرسول خديجة رضي الله عنها 
من الرجال ابوبكر الصديق زيد بن حارثة بلال بن رباح رضي الله عنهم 
من الاطفال علي بن ابي طالب رضي الله ",0
اذكر بعض أسماء السابقين إلى الإسلام؟,عمر بن الخطاب -أبو بكر الصديق ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,من النساء خديجة،من الأطفال علي ابن أبي طالب،من الرجال أبوبكر الصديق،زيد ابن حارثة،بلال بن أبي رباح.,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة رضي الله عنها زيد بن حارثة,0
اذكر بعض أسماء السابقين إلى الإسلام؟,ابوبكر ، علي ابن ابي طالب...,0
اذكر بعض أسماء السابقين إلى الإسلام؟,زياد ابن حراث، أبو بكر الصديق، بلال ابن رباح.,0
اذكر بعض أسماء السابقين إلى الإسلام؟,zawjato alrasol ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,من السابقين إلى الإسلام أبو بكر الصديق، خديجة بنت  خويلد، علي  ابن أبي طالب ، زياد ابن  حارثة و  بلال  ابن  رباح  رضي  الله  عنهم,0
اذكر بعض أسماء السابقين إلى الإسلام؟,سيدتنا خديجه رضي الله عنها ، علي كرم الله وجهه ، ابي بكر الصديق، زيد ابن حارثة ، بلال ابن رباح.,0
اذكر بعض أسماء السابقين إلى الإسلام؟,سيدتنا خديجة رضي الله عنها ، ابو بكر الصديق، زيد بن حارثه، بلال ابن رباح رضي الله عنهم، علي كرم الله وجهه.,0
اذكر بعض أسماء السابقين إلى الإسلام؟,ابو بكر الصديق . ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,أبو بكر الصديق-بلال بن رباح....,0
اذكر بعض أسماء السابقين إلى الإسلام؟,أبو بكر الصديق زيد ابن حارثة,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة رضي الله عنها  _علي بن أبي طالب _ابوبكر الصديق.....,0
اذكر بعض أسماء السابقين إلى الإسلام؟,ابو بكر الصديق وخديجة رضي الله عنها و بلال,0
اذكر بعض أسماء السابقين إلى الإسلام؟,ابوا بكر الصديق  خديجة بنت خويلد   علي بن أبي طالب,0
اذكر بعض أسماء السابقين إلى الإسلام؟,"خديجة (بنت خويلد رضي الله عنها )
علي(ابن طالب رضي الله عنه )
ابو بكر الصديق",0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة _ علي _أبوبكر ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,"
علي بن أبي طالب-بلال بن أبي رباح رضي الله عنهم",0
اذكر بعض أسماء السابقين إلى الإسلام؟,"خديجة رضي الله عنها
علي بن ابي طالب رضي الله عنه
بلال بن رباح و زيد بن حارثة و ابو بكر الصديق رضي الله عنهم",0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة - أبو بكر - بلال بن رباح,0
اذكر بعض أسماء السابقين إلى الإسلام؟,عائشة بنت أبي بكر - أبو عبيد بن الجراح -ابو سلمة بن عبد الأسد ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,زوجة النبي صلى الله عليه و سلم،علي بن أبي طالب،أبو بكر الصديق,0
اذكر بعض أسماء السابقين إلى الإسلام؟,_ابو بكر صديق._ زوجة الرسول خديجة ._ بلال بن رياح_  علي بن ابي طالب.,0
اذكر بعض أسماء السابقين إلى الإسلام؟,زوجه النبي صلى الله عليه وسلم خديجه رضي الله عنها و ابو بكر الصديق و علي ابن ابي طالب رضي عنه ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة رضي الله عنهما و ابو بكر الصديق و زيد ابن حارثة,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة - علي بن أبي طالب - أبوبكر الصديق - زيد بن حارثة - بلال بن رباح رضي الله عنهم,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجه زوجه النبي صلى الله عليه وسلم و ابو بكر الصديق و علي ابن ابي طالب رضي الله عنه ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة، علي ابن ابي طالب و أبو بكر الصديق,0
اذكر بعض أسماء السابقين إلى الإسلام؟,زوجة النبي محمد صلى الله عليه وسلم و أبو بكر الصديق رضي الله عنه و علي بن ابي طالب ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,"من النساء : خديجة رضي الله عنها.
من الرجال : ابو بكر الصديق رضي الله عنه.
من الاطفال : علي ابن ابا بكر رضي الله عنه.",0
اذكر بعض أسماء السابقين إلى الإسلام؟,جديجة زوجة النبي ، ابو بكر الصديق، علي ابن ابي طالب.,0
اذكر بعض أسماء السابقين إلى الإسلام؟,ابو بكر الصديق ، زيد بن حارثة و بلال بن رباح رضي الله عنهم .,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة علي ابن ابي طالب أبو بكر الصديق,0
اذكر بعض أسماء السابقين إلى الإسلام؟,,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة-أبو بكر الصديق-علي بن أبي طالب...,0
اذكر بعض أسماء السابقين إلى الإسلام؟,"النساء :خديجة رضي الله عنها
الرجال : بلال بن حرثة، ابو بكر الصديق... 
الاطفال: علي بن ابي طالب. ",0
اذكر بعض أسماء السابقين إلى الإسلام؟,على بن أبى طالب/خديجة بنت خويلد/  أبو بكر الصديق. ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,"من النساء: خديجة رضي الله عنه 
من الرجال:أبو بكر الصديق 
من الاطفال: علي بن أبي طالب ",0
اذكر بعض أسماء السابقين إلى الإسلام؟,,0
اذكر بعض أسماء السابقين إلى الإسلام؟,زوجته خديجة.سمية.عمار.زيد بن الحارث.ابو بكر الصديق,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة بنت خويلد و ابو بكر الصديق,0
اذكر بعض أسماء السابقين إلى الإسلام؟,أبي بكر الصديق وخديجة,0
اذكر بعض أسماء السابقين إلى الإسلام؟,"-من النساء زوجته خديجة أم  المؤمنين  
- من الأطفال  علي ابن أبي طالب  
-من الرجال : أبو بكر الصديق ، بلال  ابن أبي الرباح ، زيد ابن حا رثة .",0
اذكر بعض أسماء السابقين إلى الإسلام؟,"خديجة رضي الله عنها
أبو بكر الصديق",0
اذكر بعض أسماء السابقين إلى الإسلام؟,على بن ابى طالب و أبوبكر الصديق وزوجته خديجة رضي الله عنهم ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,بعض الاسماء السابقين إلى الإسلام خديجة ام المؤمنين على بن أبي طالب أبو عبيدة ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,زوجة الرسول،بلال بن حارثة،...,0
اذكر بعض أسماء السابقين إلى الإسلام؟,"أم المؤمنين خديجة رضي الله عنها، علي ابن أبي طالب رضي الله عنه، أبوبكر الصديق رضي الله عنه ، زيد ابن حارثة رضي الله عنه، بلال بن رباح رضي الله عنه
",0
اذكر بعض أسماء السابقين إلى الإسلام؟,علي بن أبي طالب رضي الله عنه ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,زوج الرسول صلى الله عليه و سلم  خديجة رضي الله عنها,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة - علي بن أبي طالب -أبوبكر الصديق زيد بن حارثة - بلال بن رباح رضي الله عنهم,0
اذكر بعض أسماء السابقين إلى الإسلام؟,علي بن أبي طالب رضي الله عنه ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة ام المؤمنين زوج الرسول رضي الله عنها بلال بن رباح زيد بن حرثة  علي بن ابي طالب  كرم الله وجهه و ابو بكر الصديق رضي الله عنهم,0
اذكر بعض أسماء السابقين إلى الإسلام؟,"من النساء :زوجة النبي خديجة
من الصبيان :علي بن ابي طالب 
من الرجال :ابو بكر الصديق ",0
اذكر بعض أسماء السابقين إلى الإسلام؟,"
خديجة زوجته علي بن أبي طالب وأبوا بكر الصديق رضي الله عنهم
",0
اذكر بعض أسماء السابقين إلى الإسلام؟,أبوبكر الصديق و علي بن أبي طالب خديجة بنت خويلد زوجة الرسول رضي الله عنهم ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,,0
اذكر بعض أسماء السابقين إلى الإسلام؟,اسماء السابقين إلى الاسلام في ذاك الوقت هي :(من الأطفال:علي بن ابي طالب عليه السلام   والنساء:زوجة النبي صلى الله عليه وسلم ام المؤمنين خديجة رضي الله عنها و الرجل:ابو بكر الصديق رضي الله عنه زيد ابن حارثه رضي الله عنه بلال ابن رباح رضي الله عنه.    ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة زوجة الرسول  و أبو بكر و علي بن أبي طالب رضي الله عنهم ,0
اذكر بعض أسماء السابقين إلى الإسلام؟,ال ياسر ورعمر بن الخطاب و زوجه خديجه رضي الله عنها,0
اذكر بعض أسماء السابقين إلى الإسلام؟,خديجة رضي الله عنها علي ابن ابي طالب ابوا بكر الصديق,0
اذكر بعض أسماء السابقين إلى الإسلام؟, ‏من النساء : زوج النبي صلى الله عليه وسلم أم المؤمنين خديجة رضي الله عنها، من الاطفال : علي بن أبي طالب رضي الله عنه ، و من الرجال : أبو بكر رضي الله عنه و زيد بن حارثة رضي الله عنه وبلال بن أبي رباح رضي الله عنه .,0
اذكر بعض أسماء السابقين إلى الإسلام؟,عاءشةرضي الله عنها     أبو سلمة بن عبد الأسد,0
اذكر بعض أسماء السابقين إلى الإسلام؟,أبو بكر الصديق   بلال بن رباح   زيد بن حارثة,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بذكر الله,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,واجهه بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,"بالصبر
",0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,كان يرفع عن سلوكهم ولا يرد عليهم بالمثل ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,واجه سيدنا محمد صلى الله عليه وسلم إيذاء قومه واجههم بالصبر راضيا بقعاء ربه . ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر و الدعاؤ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,واجه سيدنا محمد (ص)إيذاء قومه له بالصبر.,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,الصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,الصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,و,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,البحث عن مكان قريب من مكة يستوطن فيه النبي و المسلمون و يؤسسون فيه دولة الإسلام و المسلمين  / نشر الإسلام خارج مكة ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبروالاذى,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر و التفاؤل و بالرضا بما كتب الله له ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,واجه سيدنا محمد صلى الله عليه و سلم قومه بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالرحمة و الصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر و التفاؤل و بالرضا بما كتب الله له ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,واجه محمد (ص)بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,واجه إيذاء قومه بالصبر والدعاء.,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر على الاذى,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر على أذى المعذبين بدين الله,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,Alsabre,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,واجه سيدنا محمد صلى الله عليه وسلم إيذاء قومه له بالصبر ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالاهانة و السب و السخرية و الاذى البدني و باتهامه بالكذب و السحر و الجنون,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالاهانة و السب و السخرية و الاذى البدني و باتهامه بالكذب و السحر و الجنون,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,واجه قومه بالصبر و الطيبة,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,الصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالإهانة والسب والسخرية تارة والجنون والسحر تارة اخرى,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,الصبر و التوكل,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بصبره على الأى,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بصبر و الاختشاء و راضيا بقصاء الله ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر على الأذى,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,واجه الإهانة و سب والأذى البدني,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,القرآن الكريم,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,السخرية و الاستهزاء ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر.,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر والتفائل,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر على الأذى,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,السبالاهانة و السب و السخرية و ابتدى البدني,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,واجههم بالصبر.,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,واجه الرسول (ص) بالصبر .,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,عبادة الله,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر و الدعاء ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,"بالصبر ايمانا و احتسابا، راضيا بقضاء الله. 
",0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر و الحلم والحكمة. ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,(ص)بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر و الدعاء لهم بالهداية,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالاستمرار بالدعوة، والإعراض عن المشركين، وعدم الاكتراث لهم,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر و الحكمة  .,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصمود,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,واجه سيدنا محمد صلى الله عليه وسلم إيداء قومه بالصبر ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,واجه سيدنا محمد (ص) إيذاء قومه له بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,الاهانة و السب و السخرية و الأذى البدني,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,واجههم صبرا و احتسابا ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بصبر ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,لم يواجه الرسول صلى الله عليه وسلم إيذاء قومه له بل صبر عليهم و أكمل دعوة إلى الإسلام     بأمر من الله تعالى.  ,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,صابرا مختشيا راضيا بقداء الله,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,واجههم بالصبر وقوة الارادة وواصل في تبليغ الدعوة,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟, ‏تحمل الأذى والصبر .,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر,0
بما واجه سيدنا محمد (ص) إيذاء قومه له ؟,بالصبر,0
ما مظاهر صبر رسول الله (ص) على الأذى؟,,0
ما مظاهر صبر رسول الله (ص) على الأذى؟,السب و شتم و الإهانة,0
ما مظاهر صبر رسول الله (ص) على الأذى؟,"ترفعه عن مقابلة السب بمثله
عدم مقابلة العنف بمثله 
مواصلة الدعوة إلى التوحيد",0
ما مظاهر صبر رسول الله (ص) على الأذى؟,مواصلة الدعوة إلى التوحيد دعم مقابلة العنف بمثله  ترفعه عن مقابلة السب بمثله,0
